sampleId	species_name	species_initial	Experimental_condition	type	Line_origin	Research_Team	Set	latitude	longitude	altitude	continent	country_code	state_province_code	city	locale	collection_day	collection_month	collection_year	date	bio_rep	tech_rep	fruit_type	FR	RR
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.116_J1-1.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	116_J1-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_116_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_116_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.117_J1-4.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	117_J1-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_117_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_117_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.118_J1-5.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	118_J1-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_118_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_118_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.119_J1-6.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	119_J1-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_119_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_119_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.120_J1-7.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	120_J1-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_120_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_120_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.121_J1-8.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	121_J1-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_121_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_121_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.122_J1-9.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	122_J1-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_122_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_122_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.123_J1-10.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	123_J1-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_123_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_123_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.124_J3-2.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	124_J3-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_124_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_124_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.125_J3-3.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	125_J3-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_125_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_125_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.126_J3-4.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	126_J3-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_126_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_126_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.127_J3-5.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	127_J3-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_127_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_127_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.128_J3-6.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	128_J3-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_128_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_128_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.129_J3-7.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	129_J3-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_129_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_129_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.130_J3-8.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	130_J3-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_130_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_130_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.131_J3-10.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	131_J3-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_131_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_131_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.132_J4-1.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	132_J4-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_132_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_132_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.133_J4-2.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	133_J4-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_133_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_133_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.134_J4-4.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	134_J4-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_134_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_134_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.135_J4-3.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	135_J4-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_135_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_135_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.136_J4-5.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	136_J4-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_136_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_136_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.137_J4-7.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	137_J4-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_137_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_137_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.138_J4-8.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	138_J4-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_138_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_138_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.139_J4-9.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	139_J4-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_139_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_139_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.140_J4-10.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	140_J4-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_140_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_140_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.141_C3-1.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	141_C3-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_141_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_141_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.142_C3-3.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	142_C3-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_142_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_142_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.143_C4-6.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	143_C4-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_143_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_143_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.144_C4-7.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	144_C4-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_144_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_144_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.145_C4-9.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	145_C4-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_145_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_145_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.146_A3-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	146_A3-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_146_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_146_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.147_A4-1.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	147_A4-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_147_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_147_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.148_A4-3.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	148_A4-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_148_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_148_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.149_A4-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	149_A4-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_149_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_149_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.150_CS1-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	150_CS1-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_150_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_150_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.151_CS1-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	151_CS1-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_151_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_151_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.152_CS1-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	152_CS1-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_152_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_152_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.153_CS1-7.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	153_CS1-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_153_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_153_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.154_CS1-9.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	154_CS1-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_154_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_154_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.155_CS3-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	155_CS3-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_155_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_155_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.156_CS3-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	156_CS3-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_156_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_156_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.157_CS3-7.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	157_CS3-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_157_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_157_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.158_CS3-8.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	158_CS3-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_158_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_158_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.159_CS4-2.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	159_CS4-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_159_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_159_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.160_CS4-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	160_CS4-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_160_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_160_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.161_CS4-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	161_CS4-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_161_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_161_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.162_CS4-8.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	162_CS4-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_162_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_162_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.163_CS4-10.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	163_CS4-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_163_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_163_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.164_HS1-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	164_HS1-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_164_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_164_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.165_HS1-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	165_HS1-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_165_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_165_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.166_HS2-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	166_HS2-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_166_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_166_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.167_HS2-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	167_HS2-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_167_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_167_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.168_HS4-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	168_HS4-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_168_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_168_2.fq.gz
D_mel.juvdev.US-KY-Lex.15_7_2019.exp.169_J1-2.1	drosophila_melanogaster	mel	juvdev	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	169_J1-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_169_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_169_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.170_C1-9.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	170_C1-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_170_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_170_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.171_C3-8.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	171_C3-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_171_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_171_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.control.US-KY-Lex.15_7_2019.exp.172_C4-8.1	drosophila_melanogaster	mel	control	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	172_C4-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_172_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_172_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.173_A1-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	173_A1-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_173_CKDL230019815-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_173_CKDL230019815-1A_HCNVLDSX7_L3_2.fq.gz
